temperature,luminosity,radius,metallicity,spectral_type
5993.428306022465,1.699677718293001,0.6624108625128092,-0.19078075578773912,A
4723.47139765763,1.4623168414563845,0.927740664642241,-0.08603850107795019,B
6295.377076201385,1.0298151849600872,0.6037900395000193,-0.04136055334216443,G
8046.059712816051,0.676531611147213,0.8460192351804798,0.18876876573401905,K
4531.693250553328,1.349111656806795,0.05319266652310717,0.05565531245337582,G
4531.726086101638,1.1967426927108749,1.1066468536864693,-0.13354815690998914,O
8158.425631014783,1.4475966100138662,1.0006027376811122,0.048603628941763705,K
6534.869458305818,1.3175859008409847,0.5914556844659047,-0.15473039889383655,M
4061.0512281300958,1.5247763576596676,1.3296228342162024,0.10826910538870733,O
6085.120087171929,0.7323823942197161,1.468785068813279,-0.04711246518178786,A
4073.1646143750754,1.6586970328171629,0.19622006781551293,-0.009363618873917085,B
4068.540492859486,1.0987998023461998,0.6186376107168929,0.132579664754219,F
5483.924543132068,2.0376304363126327,0.6154288251063509,-0.128716356858425,O
1173.439510684404,0.6554060909552161,0.5300484494455677,-0.13971181851129913,F
1550.1643349739343,1.8679819015826247,1.4147374209658743,-0.058359932634600487,F
3875.4249415180548,1.098955391731324,0.9030869306135982,0.10383788510193166,B
2974.3377593311525,0.6742909981927758,0.8677425793446947,-0.15193460754768426,A
5628.4946651905475,0.7580570829728392,-0.0019311822033767356,-0.2832155598110569,B
3183.9518489575785,0.8398263459028399,1.3177090151046131,-0.04511588584089988,K
2175.392597329417,1.2120829732009581,0.3803708025732637,0.05517407999109204,O
7931.297537843107,1.2614177440177499,1.0299663151331642,0.12002617497388293,F
4548.447399026929,0.7131499980307106,1.138688468979096,-0.0463161362085399,B
5135.056409375848,0.9878227038695085,1.6803292979193256,-0.04114266071160025,B
2150.5036275730863,2.071135179305932,0.34558980044044396,0.11539007342557472,B
3911.2345509496345,1.8637715850503556,-0.5097560779104127,-0.18697416996954208,O
5221.845179419732,1.218161834837016,1.0919247723768475,-0.03885207751830093,A
2698.012845155394,1.0190017390841002,1.9002555907554268,0.019042388992505776,M
5751.396036691344,1.0600156633591307,1.6194731764697186,0.04492187212850343,B
3798.72262016239,1.3067589863652083,1.1048297076373128,-0.05098066931908826,O
4416.6125004134465,0.4886037174007972,0.7541819071839764,0.003444101170584135,F
3796.5867755412064,0.8713117312883274,1.4035612983186552,-0.24883273534129896,K
8704.556369017875,0.16570796306120528,0.5132269001477656,-0.06582484123338483,M
4973.005550524133,1.1996115613026397,1.2381788846781097,0.04535087125544674,G
2884.5781420881995,1.3235979698513705,1.2527350795833134,-0.09822940342546796,M
6645.089824206378,0.758406768850313,1.53010495374944,0.005898422158959738,M
2558.3127000579557,1.7869933816450163,2.3798300194555386,0.0446872500802698,O
5417.727190009511,0.3871171684988294,1.1962079835893835,-0.0342549200857765,G
1080.659752240449,0.2678125598950899,0.7455181871462506,0.01704637709965709,B
2343.627902203139,1.112225909279986,0.9872128439040028,-0.09627325652846123,B
5393.722471738247,1.5235491513060773,0.11546204755544087,-0.020661127969604665,M
6476.933159990821,1.8419638457289342,0.6526434344554709,0.061021616958922255,O
5342.7365623799415,0.77055786856553,0.795358780943448,0.01569729609684342,G
4768.703435223519,1.539340416715648,0.7379558010327038,-0.058653126956393555,B
4397.792608821423,0.9807457652496464,1.076177436016861,0.022421640429079303,F
2042.9560192651452,0.9136863500295902,0.5887900338088997,0.0714609790636618,A
3560.3115832105827,1.4418299687433362,1.5605153336622357,-0.20499412785774782,A
4078.722458080425,1.3261614392067098,1.0001035324590986,0.11590740649558978,B
7114.244452437832,0.2118039215078753,0.9953498394306928,-0.0336254738681072,G
5687.236579136923,1.7382701748629479,0.8360526417435411,0.04254899332402303,K
1473.9196892745322,1.6900456770737258,1.0775953419294895,0.1197246923645228,B
